SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,
21/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/09/2000 09:00,,,0,(vco),,,,,,,11,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/09/2000 09:00,,,4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,20.2,(vco),,,,,
30/09/2000 09:00,,,13,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
02/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
03/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
04/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
05/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
06/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
07/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
08/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
09/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
10/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
11/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,6.4,(vco),,,,,
12/10/2000 09:00,,,7.5,(vco),,,,,,,,,,,,,,,,,,,,,,,3.1,(vco),,,,,
13/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
14/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
15/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
16/10/2000 09:00,,,5.5,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
17/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
18/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
19/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,4.5,(vco),,,,,
20/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,22.4,(vco),,,,,
21/10/2000 09:00,,,5.5,(vco),,,,,,,,,,,,,,,,,,,,,,,4.2,(vco),,,,,
22/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
23/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
24/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
25/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
26/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
27/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
28/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
29/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
30/10/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
31/10/2000 09:00,,,3.5,(vco),,,,,,,,,,,,,,,,,,,,,,,2.2,(vco),,,,,
01/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
02/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,37.3,(vco),,,,,
03/11/2000 09:00,,,1.5,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
04/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,5.2,(vco),,,,,
05/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,38.4,(vco),,,,,
06/11/2000 09:00,,,2.7,(vco),,,,,,,,,,,,,,,,,,,,,,,48.2,(vco),,,,,
07/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
08/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
09/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
10/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
11/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
12/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
13/11/2000 09:00,,,11,(vco),,,,,,,,,,,,,,,,,,,,,,,13.1,(vco),,,,,
14/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
15/11/2000 09:00,,,1,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
16/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
17/11/2000 09:00,,,1,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
18/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
19/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
20/11/2000 09:00,,,4,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
21/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
22/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
23/11/2000 09:00,,,28,(vco),,,,,,,,,,,,,,,,,,,,,,,2.4,(vco),,,,,
24/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,5.1,(vco),,,,,
25/11/2000 09:00,,,4,(vco),,,,,,,,,,,,,,,,,,,,,,,4.2,(vco),,,,,
26/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,2.3,(vco),,,,,
27/11/2000 09:00,,,2,(vco),,,,,,,,,,,,,,,,,,,,,,,3.5,(vco),,,,,
28/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
29/11/2000 09:00,,,5.5,(vco),,,,,,,,,,,,,,,,,,,,,,,23,(vco),,,,,
30/11/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
01/12/2000 09:00,,,22,(vco),,,,,,,,,,,,,,,,,,,,,,,10.4,(vco),,,,,
02/12/2000 09:00,,,1,(vco),,,,,,,,,,,,,,,,,,,,,,,46,(vco),,,,,
03/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,16.6,(vco),,,,,
04/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,18.2,(vco),,,,,
05/12/2000 09:00,,,1,(vco),,,,,,,,,,,,,,,,,,,,,,,42.6,(vco),,,,,
06/12/2000 09:00,,,7,(vco),,,,,,,,,,,,,,,,,,,,,,,37.4,(vco),,,,,
07/12/2000 09:00,,,6.5,(vco),,,,,,,,,,,,,,,,,,,,,,,42.3,(vco),,,,,
08/12/2000 09:00,,,9,(vco),,,,,,,,,,,,,,,,,,,,,,,6,(vco),,,,,
09/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,5.4,(vco),,,,,
10/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,3.2,(vco),,,,,
11/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
12/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
13/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
14/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,7.4,(vco),,,,,
15/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,6,(vco),,,,,
16/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
17/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
18/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,7.2,(vco),,,,,
19/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
20/12/2000 09:00,,,9.5,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
21/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
22/12/2000 09:00,,,95,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
23/12/2000 09:00,,,12,(vco),,,,,,,,,,,,,,,,,,,,,,,13.4,(vco),,,,,
24/12/2000 09:00,,,23,(vco),,,,,,,,,,,,,,,,,,,,,,,6.2,(vco),,,,,
25/12/2000 09:00,,,12.6,(vco),,,,,,,,,,,,,,,,,,,,,,,10.3,(vco),,,,,
26/12/2000 09:00,,,13.5,(vco),,,,,,,,,,,,,,,,,,,,,,,21.6,(vco),,,,,
27/12/2000 09:00,,,13.5,(vco),,,,,,,,,,,,,,,,,,,,,,,5.2,(vco),,,,,
28/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,14.2,(vco),,,,,
29/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
30/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,10,(vco),,,,,
31/12/2000 09:00,,,0,(vco),,,,,,,,,,,,,,,,,,,,,,,0,(vco),,,,,
12/01/2001 09:00,92,(vau),9.7,(vau),9.5,(vco),1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2001 09:00,91,(vau),4.7,(vau),8.1,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2001 09:00,91,(vau),0,(vau),9.2,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2001 09:00,98,(vau),0,(vau),6.4,(vco),0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2001 09:00,94,(vau),0,(vau),7.3,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2001 09:00,92,(vau),1,(vau),8.3,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2001 09:00,84,(vau),6.3,(vau),10.5,(vco),1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2001 09:00,89,(vau),0.3,(vau),9.4,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2001 09:00,85,(vau),0,(vau),7.1,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2001 09:00,85,(vau),0,(vau),6.8,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2001 09:00,85,(vau),0,(vau),9.3,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2001 09:00,88,(vau),2.5,(vau),12.7,(vco),1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2001 09:00,90,(vau),3.9,(vau),14.6,(vco),2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2001 09:00,92,(vau),4,(vau),11,(vco),1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2001 09:00,87,(vau),1.2,(vau),8.7,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2001 09:00,95,(vau),6.8,(vau),12.1,(vco),2,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2001 09:00,91,(vau),4,(vau),12.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2001 09:00,77,(vau),0.3,(vau),8.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2001 09:00,73,(vau),0,(vau),7.6,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2001 09:00,83,(vau),0,(vau),9.5,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2001 09:00,90,(vau),0,(vau),10.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2001 09:00,90,(vau),0,(vau),9.2,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2001 09:00,81,(vau),0,(vau),10.6,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2001 09:00,88,(vau),0,(vau),11.2,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2001 09:00,86,(vau),1.9,(vau),12.6,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2001 09:00,87,(vau),0,(vau),13.1,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2001 09:00,89,(vau),63.2,(vau),12.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2001 09:00,87,(vau),12.1,(vau),10.2,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2001 09:00,89,(vau),4.4,(vau),7.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2001 09:00,91,(vau),0.1,(vau),11.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2001 09:00,86,(vau),0,(vau),12.3,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2001 09:00,76,(vau),0,(vau),13.5,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2001 09:00,75,(vau),0,(vau),13.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2001 09:00,79,(vau),0,(vau),13.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2001 09:00,84,(vau),0,(vau),10.1,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2001 09:00,75,(vau),0,(vau),9.2,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2001 09:00,67,(vau),0,(vau),10.3,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2001 09:00,71,(vau),0,(vau),9.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2001 09:00,62,(vau),0,(vau),9.5,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2001 09:00,79,(vau),3.4,(vau),7.7,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2001 09:00,71,(vau),0.2,(vau),9.7,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2001 09:00,73,(vau),0,(vau),11.3,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2001 09:00,75,(vau),1.9,(vau),12.6,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2001 09:00,92,(vau),28.1,(vau),9.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2001 09:00,92,(vau),0.1,(vau),9.7,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2001 09:00,79,(vau),0,(vau),8.8,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2001 09:00,76,(vau),0,(vau),9.7,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2001 09:00,79,(vau),0.4,(vau),8.3,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2001 09:00,82,(vau),5.9,(vau),9.4,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2001 09:00,90,(vau),17.9,(vau),15,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2001 09:00,91,(vau),13.3,(vau),13,(vco),0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2001 09:00,,,7.3,(vau),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2001 09:00,95,(vau),13.8,(vau),13.4,(vco),2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2001 09:00,87,(vau),1,(vau),14.8,(vco),4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2001 09:00,90,(vau),1,(vau),15.8,(vco),2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2001 09:00,88,(vau),4.1,(vau),13.1,(vco),1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2001 09:00,94,(vau),3.1,(vau),13.1,(vco),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2001 09:00,95,(vau),1.2,(vau),14.9,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2001 09:00,88,(vau),0.2,(vau),13.2,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2001 09:00,90,(vau),0,(vau),14.1,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2001 09:00,76,(vau),0.1,(vau),10.4,(vco),1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2001 09:00,75,(vau),0,(vau),9.9,(vco),1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2001 09:00,73,(vau),0.1,(vau),12.6,(vco),0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2001 09:00,74,(vau),0.3,(vau),14.4,(vco),1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2001 09:00,85,(vau),1.3,(vau),11.7,(vco),1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2001 09:00,84,(vau),1.8,(vau),11.1,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2001 09:00,89,(vau),2.6,(vau),11.8,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2001 09:00,85,(vau),0.1,(vau),13.8,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2001 09:00,89,(vau),0,(vau),13.6,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2001 09:00,79,(vau),0.1,(vau),16.2,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2001 09:00,73,(vau),0.1,(vau),15.8,(vco),1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2001 09:00,82,(vau),0.1,(vau),11.7,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2001 09:00,76,(vau),0,(vau),11.7,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2001 09:00,94,(vau),3.5,(vau),14.1,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2001 09:00,90,(vau),0.1,(vau),14.2,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2001 09:00,,,0.1,(vau),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2001 09:00,70,(vau),0,(vau),12.2,(vco),1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2001 09:00,66,(vau),0,(vau),12.6,(vco),1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2001 09:00,58,(vau),0,(vau),15.9,(vco),1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2001 09:00,64,(vau),0,(vau),17.3,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2001 09:00,50,(vau),0,(vau),17.4,(vco),1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2001 09:00,53,(vau),0,(vau),14.8,(vco),1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2001 09:00,50,(vau),0,(vau),16.2,(vco),1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2001 09:00,58,(vau),0,(vau),15.5,(vco),1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2001 09:00,61,(vau),0,(vau),15.8,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2001 09:00,68,(vau),0,(vau),14.8,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2001 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2001 09:00,74,(vau),0,(vau),13.6,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2001 09:00,67,(vau),0,(vau),13.2,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2001 09:00,59,(vau),0,(vau),13.7,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2001 09:00,58,(vau),0,(vau),12.9,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2001 09:00,71,(vau),0,(vau),15.5,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2001 09:00,75,(vau),0,(vau),15.2,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2001 09:00,81,(vau),0.3,(vau),12.7,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2001 09:00,61,(vau),0,(vau),12.9,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2001 09:00,62,(vau),0,(vau),13.8,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2001 09:00,69,(vau),0,(vau),14.4,(vco),0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2001 09:00,55,(vau),0,(vau),17.3,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2001 09:00,63,(vau),0,(vau),11.9,(vco),1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2001 09:00,83,(vau),5.9,(vau),8,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2001 09:00,86,(vau),5.9,(vau),7.2,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2001 09:00,86,(vau),3,(vau),9.8,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2001 09:00,82,(vau),4.2,(vau),10.7,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2001 09:00,77,(vau),0,(vau),11.7,(vco),0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2001 09:00,71,(vau),0,(vau),13.3,(vco),0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2001 09:00,71,(vau),0,(vau),13.3,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2001 09:00,68,(vau),0,(vau),13.9,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2001 09:00,73,(vau),0.3,(vau),12.9,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2001 09:00,88,(vau),2.6,(vau),11.7,(vco),0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2001 09:00,,,0,(vau),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2001 09:00,67,(vau),0,(vau),15.5,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2001 09:00,81,(vau),1.3,(vau),13.2,(vco),0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2001 09:00,68,(vau),0,(vau),14.7,(vco),1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2001 09:00,83,(vau),12.6,(vau),16,(vco),2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2001 09:00,74,(vau),0,(vau),15.9,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2001 09:00,80,(vau),0,(vau),17.2,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2001 09:00,76,(vau),0.1,(vau),18.7,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2001 09:00,81,(vau),5.3,(vau),16.7,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2001 09:00,87,(vau),9.2,(vau),17.4,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2001 09:00,83,(vau),1.8,(vau),18,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2001 09:00,73,(vau),0,(vau),17.5,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2001 09:00,76,(vau),0,(vau),16,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2001 09:00,68,(vau),0,(vau),18.6,(vco),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2001 09:00,58,(vau),0,(vau),21.9,(vco),0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2001 09:00,52,(vau),0,(vau),23.7,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2001 09:00,46,(vau),0,(vau),26.7,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2001 09:00,45,(vau),0,(vau),26.4,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2001 09:00,39,(vau),0,(vau),26.3,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2001 09:00,35,(vau),0,(vau),26.2,(vco),1,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2001 09:00,37,(vau),0,(vau),26.1,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2001 09:00,42,(vau),0,(vau),26.7,(vco),0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2001 09:00,37,(vau),0,(vau),26.9,(vco),0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2001 09:00,50,(vau),0,(vau),24.5,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2001 09:00,58,(vau),0,(vau),21.2,(vco),0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2001 09:00,52,(vau),0,(vau),21.9,(vco),0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
